Ht_cm,Wt_kg,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,y
187.5,96.75,4.61,31.5,,106.0,7.03,4.3,8.0,19.0,30.0,63.3,169.0,5.6,4.8,1.0,1.0,115.0,0
180.0,93.15,4.84,,,,,,52.0,921.0,1478.0,62.3,13166.0,8.9,9.3,121.0,41.0,158.6,1
185.0,100.35,4.71,34.5,,110.0,7.38,,25.0,424.0,665.0,63.8,5469.0,8.2,8.6,43.0,13.0,150.3,1
182.5,99.45,4.78,32.0,,108.0,7.14,4.33,45.0,603.0,1027.0,58.7,7548.0,7.3,7.1,52.0,29.0,131.5,0
187.5,98.1,4.71,34.5,22.0,128.0,6.93,4.08,18.0,98.0,192.0,51.0,1215.0,6.3,7.6,14.0,1.0,127.2,1
187.5,99.0,4.94,28.0,,99.0,7.18,4.34,53.0,686.0,1026.0,66.9,9019.0,8.8,9.6,77.0,15.0,162.5,1
185.0,94.95,4.96,28.0,,112.0,7.22,4.19,46.0,848.0,1451.0,58.4,10913.0,7.5,7.2,76.0,43.0,133.0,1
190.0,97.65,4.71,32.0,,113.0,6.82,3.96,,,,,,,,,,,1
190.0,103.05,4.85,,,,,,44.0,791.0,1278.0,61.9,9360.0,7.3,7.7,79.0,25.0,139.9,1
190.0,105.3,4.59,36.0,,124.0,6.8,4.28,38.0,713.0,1064.0,67.0,9430.0,8.9,9.5,82.0,22.0,162.8,1
195.0,104.85,4.86,,,,,,48.0,777.0,1416.0,54.9,10617.0,7.5,7.6,85.0,36.0,132.6,1
185.0,96.75,4.83,29.5,,106.0,6.93,4.27,50.0,812.0,1317.0,61.7,10314.0,7.8,7.9,71.0,30.0,140.7,1
180.0,103.95,5.03,26.5,,100.0,7.47,4.62,46.0,540.0,923.0,58.5,5789.0,6.3,5.9,38.0,24.0,119.6,0
190.0,103.95,5.07,26.5,16.0,108.0,7.43,4.6,37.0,460.0,821.0,56.0,5275.0,6.4,6.1,31.0,19.0,117.8,0
180.0,94.5,4.81,29.5,,112.0,7.18,4.48,27.0,359.0,607.0,59.1,5045.0,8.3,7.9,36.0,21.0,141.6,0
185.0,98.55,4.69,31.0,,109.0,6.73,4.11,46.0,933.0,1527.0,61.1,10892.0,7.1,7.4,83.0,27.0,135.4,0
182.5,96.75,4.84,29.0,,111.0,7.0,4.28,48.0,1026.0,1497.0,68.5,14607.0,9.8,10.6,131.0,30.0,175.4,1
190.0,101.7,4.57,32.5,,114.0,6.94,4.26,,,,,,,,,,,0
185.0,99.9,4.72,33.0,,108.0,7.41,4.34,,,,,,,,,,,0
192.5,108.45,4.75,,,,,,38.0,854.0,1304.0,65.5,10829.0,8.3,8.4,84.0,34.0,151.3,1
187.5,100.35,4.68,24.5,18.0,109.0,,,35.0,483.0,803.0,60.1,5616.0,7.0,6.2,31.0,28.0,124.7,0
190.0,92.7,5.03,28.5,,107.0,7.46,4.42,40.0,416.0,766.0,54.3,5463.0,7.1,6.5,46.0,31.0,125.9,0
187.5,104.85,4.94,,,109.0,7.07,4.38,,,,,,,,,,,1
180.0,94.5,4.9,,,,,,31.0,529.0,822.0,64.4,6378.0,7.8,7.8,59.0,25.0,147.1,1
190.0,105.3,4.61,33.5,,120.0,6.84,4.26,31.0,568.0,933.0,60.9,6822.0,7.3,7.3,40.0,18.0,132.6,1
192.5,104.4,4.93,32.5,,115.0,7.08,4.21,37.0,585.0,891.0,65.7,7598.0,8.5,8.8,56.0,19.0,153.8,1
177.5,98.1,4.57,30.5,,115.0,,,37.0,275.0,430.0,64.0,3731.0,8.7,9.0,30.0,10.0,155.2,0
177.5,90.45,4.67,33.5,,112.0,,,23.0,211.0,362.0,58.3,3155.0,8.7,9.5,30.0,7.0,155.0,0
190.0,96.3,,,,,,,38.0,720.0,1188.0,60.6,9968.0,8.4,8.6,69.0,24.0,146.2,1
190.0,103.05,4.97,29.0,,112.0,7.17,4.55,,,,,,,,,,,1
185.0,103.95,4.98,33.5,,115.0,6.89,4.11,38.0,424.0,778.0,54.5,6165.0,7.9,7.1,37.0,30.0,129.0,1
190.0,104.4,4.73,,24.0,,,,49.0,929.0,1602.0,58.0,11762.0,7.3,7.4,95.0,39.0,134.4,1
182.5,97.65,4.84,28.0,,110.0,7.06,4.33,42.0,583.0,1016.0,57.4,7463.0,7.3,7.5,64.0,26.0,134.8,1
190.0,103.05,4.72,33.0,,110.0,7.18,4.37,20.0,189.0,373.0,50.7,2325.0,6.2,5.9,16.0,10.0,111.8,0
185.0,94.5,4.81,32.5,,106.0,6.9,4.08,32.0,313.0,504.0,62.1,4354.0,8.6,8.8,35.0,14.0,152.0,1
187.5,95.85,5.22,27.0,,103.0,7.49,4.52,43.0,1023.0,1491.0,68.6,12855.0,8.6,9.1,111.0,34.0,161.0,1
187.5,99.45,4.89,,,,,,30.0,767.0,1103.0,69.5,9260.0,8.4,8.7,75.0,27.0,157.6,1
182.5,99.0,4.76,34.0,,114.0,6.75,4.22,47.0,913.0,1584.0,57.6,10580.0,6.7,6.2,44.0,36.0,118.4,0
187.5,101.7,4.63,36.0,,120.0,6.93,3.98,40.0,837.0,1241.0,67.4,9966.0,8.0,8.3,75.0,25.0,150.8,1
185.0,94.5,4.91,33.0,,116.0,7.1,4.29,50.0,1035.0,1617.0,64.0,13578.0,8.4,8.7,90.0,29.0,149.3,0
187.5,103.5,4.81,30.0,,115.0,7.13,4.55,44.0,780.0,1185.0,65.8,10775.0,9.1,9.4,71.0,24.0,157.9,1
185.0,96.75,5.02,32.0,,109.0,7.1,4.42,39.0,500.0,896.0,55.8,6159.0,6.9,6.5,35.0,23.0,121.3,0
187.5,98.1,4.82,30.0,,106.0,,,,,,,,,,,,,0
182.5,99.45,4.83,29.0,,109.0,7.49,4.54,37.0,459.0,787.0,58.3,5752.0,7.3,7.0,45.0,25.0,132.2,0
197.5,108.9,4.83,,,,,,25.0,412.0,680.0,60.6,5082.0,7.5,7.5,33.0,15.0,135.0,1
185.0,92.25,4.88,30.5,,104.0,7.34,4.25,39.0,488.0,869.0,56.2,6382.0,7.3,7.1,41.0,22.0,128.4,1
180.0,117.0,5.12,27.5,,94.0,7.97,4.76,,,,,,,,,,,0
182.5,97.65,4.59,34.0,,107.0,7.12,4.16,49.0,766.0,1123.0,68.2,9225.0,8.2,8.6,85.0,27.0,157.4,1
185.0,94.95,4.81,37.0,,125.0,7.13,4.2,18.0,45.0,83.0,54.2,580.0,7.0,7.5,9.0,3.0,141.5,0
180.0,101.25,4.71,33.0,,113.0,6.97,4.08,48.0,490.0,833.0,58.8,6508.0,7.8,7.3,48.0,31.0,136.0,0
187.5,103.5,4.87,34.0,,121.0,6.91,4.13,37.0,530.0,845.0,62.7,8195.0,9.7,10.6,62.0,10.0,166.0,1
187.5,102.6,4.87,25.5,,108.0,7.22,4.3,35.0,668.0,1005.0,66.5,8221.0,8.2,8.3,64.0,25.0,151.2,0
192.5,108.45,4.85,,,,,,61.0,939.0,1442.0,65.1,11903.0,8.3,8.6,89.0,28.0,150.9,1
192.5,111.6,4.56,35.0,,126.0,6.92,4.18,20.0,191.0,292.0,65.4,2908.0,10.0,10.9,30.0,7.0,178.2,1
192.5,113.85,4.81,36.0,,,,,23.0,166.0,269.0,61.7,2322.0,8.6,8.6,15.0,7.0,147.4,1
192.5,104.4,4.65,,,,,,53.0,927.0,1569.0,59.1,11818.0,7.5,7.0,72.0,49.0,131.2,1
192.5,106.65,4.77,30.5,,118.0,6.86,4.15,42.0,392.0,612.0,64.1,5115.0,8.4,8.8,45.0,14.0,153.9,1
182.5,93.6,4.72,32.5,,103.0,,,57.0,1546.0,2229.0,69.4,19217.0,8.6,9.1,155.0,46.0,160.6,0
187.5,100.35,4.95,,,,,,45.0,775.0,1270.0,61.0,9707.0,7.6,7.7,75.0,31.0,139.8,0
187.5,103.5,4.92,25.5,,106.0,7.17,4.4,47.0,828.0,1387.0,59.7,9715.0,7.0,7.1,87.0,37.0,133.9,1
187.5,103.05,4.81,33.5,,111.0,7.12,4.16,38.0,848.0,1334.0,63.6,11446.0,8.6,9.2,107.0,30.0,157.6,1
185.0,98.55,4.68,32.5,,112.0,6.78,4.15,47.0,687.0,1110.0,61.9,8944.0,8.1,8.2,68.0,26.0,145.1,1
190.0,101.25,4.79,33.0,,113.0,6.94,4.08,46.0,913.0,1436.0,63.6,11049.0,7.7,7.6,64.0,32.0,138.5,1
192.5,100.35,4.75,33.0,,112.0,7.0,4.11,44.0,817.0,1368.0,59.7,9665.0,7.1,6.3,49.0,46.0,124.2,1
180.0,98.1,4.79,33.0,,,7.28,4.31,51.0,1094.0,1609.0,68.0,12515.0,7.8,7.9,101.0,41.0,148.9,0
190.0,108.9,5.12,27.0,,108.0,7.93,4.65,36.0,1086.0,1566.0,69.3,11846.0,7.6,7.5,85.0,41.0,145.6,0
192.5,103.5,4.9,29.5,,106.0,7.49,4.53,34.0,728.0,1198.0,60.8,8335.0,7.0,7.0,72.0,31.0,133.9,0
185.0,97.2,4.96,,,,,,26.0,74.0,166.0,44.6,990.0,6.0,6.0,9.0,4.0,107.7,0
180.0,94.05,4.74,32.5,,113.0,7.03,4.41,51.0,895.0,1458.0,61.4,11213.0,7.7,7.6,88.0,42.0,140.1,0
187.5,99.9,5.37,26.5,,98.0,7.8,4.78,43.0,1031.0,1679.0,61.4,12541.0,7.5,7.1,84.0,51.0,134.6,1
185.0,96.3,4.7,33.5,,116.0,7.53,4.53,43.0,575.0,1042.0,55.2,8390.0,8.1,7.5,63.0,40.0,135.1,0
190.0,99.0,4.84,31.0,,103.0,7.38,4.21,41.0,535.0,911.0,58.7,7097.0,7.8,7.5,58.0,31.0,138.4,1
190.0,101.7,5.2,,,,,,36.0,650.0,1107.0,58.7,9839.0,8.9,9.0,79.0,32.0,151.1,1
190.0,100.35,4.78,31.0,,114.0,7.04,4.33,38.0,693.0,1235.0,56.1,8457.0,6.8,6.5,48.0,31.0,121.4,1
185.0,103.05,4.63,34.0,,116.0,6.85,4.09,35.0,596.0,965.0,61.8,6872.0,7.1,6.7,49.0,30.0,132.1,1
185.0,98.55,,31.0,,113.0,,,40.0,454.0,782.0,58.1,5562.0,7.1,7.0,40.0,19.0,129.8,1
190.0,99.9,,,,,,,53.0,991.0,1696.0,58.4,10731.0,6.3,5.9,61.0,45.0,118.1,1
185.0,101.7,4.87,35.5,,106.0,7.33,4.27,41.0,551.0,1128.0,48.8,7706.0,6.8,6.4,48.0,33.0,114.4,0
182.5,100.35,4.63,32.5,,118.0,6.95,4.1,45.0,878.0,1348.0,65.1,9659.0,7.2,7.0,57.0,29.0,135.0,0
182.5,99.0,4.89,29.5,,104.0,7.32,4.0,51.0,851.0,1261.0,67.5,10339.0,8.2,8.9,88.0,19.0,156.4,1
187.5,104.85,4.79,30.5,,109.0,7.19,4.3,38.0,792.0,1373.0,57.7,9916.0,7.2,6.6,53.0,42.0,125.0,1
185.0,95.4,4.78,30.5,,112.0,6.98,4.28,34.0,545.0,854.0,63.8,6417.0,7.5,7.9,45.0,13.0,141.3,0
192.5,104.85,4.53,32.5,,115.0,6.85,4.18,51.0,740.0,1271.0,58.2,10098.0,7.9,8.4,82.0,24.0,142.5,1
192.5,101.7,4.78,29.0,,111.0,7.17,4.4,48.0,370.0,604.0,61.3,4724.0,7.8,7.7,30.0,15.0,138.4,0
185.0,93.15,4.79,,,,,,38.0,1115.0,1584.0,70.4,14193.0,9.0,9.4,131.0,42.0,167.6,1
182.5,97.2,4.79,,,114.0,,,53.0,1157.0,1645.0,70.3,13253.0,8.1,8.2,112.0,45.0,155.0,1
190.0,97.65,4.79,33.0,,113.0,7.21,4.28,43.0,673.0,1170.0,57.5,9194.0,7.9,8.2,71.0,22.0,139.8,1
187.5,91.8,4.87,,,,,,35.0,1014.0,1634.0,62.1,11308.0,6.9,6.6,90.0,50.0,132.2,0
180.0,92.7,4.66,34.0,,116.0,7.07,4.33,43.0,480.0,733.0,65.5,6074.0,8.3,8.8,56.0,16.0,155.9,0
187.5,102.6,4.93,27.0,,105.0,7.23,4.47,50.0,1022.0,1648.0,62.0,12891.0,7.8,7.4,90.0,55.0,139.1,0
187.5,102.6,4.84,28.0,,112.0,7.22,4.08,33.0,328.0,577.0,56.8,4489.0,7.8,7.1,28.0,21.0,130.9,1
185.0,98.1,4.87,28.5,,104.0,7.03,4.13,17.0,265.0,453.0,58.5,3325.0,7.3,6.6,16.0,15.0,125.2,0
187.5,101.25,4.86,30.0,19.0,105.0,7.43,4.49,31.0,518.0,815.0,63.6,5762.0,7.1,7.0,42.0,20.0,135.0,0
187.5,101.25,4.87,29.0,,102.0,7.0,4.48,46.0,987.0,1648.0,59.9,11163.0,6.8,6.3,67.0,46.0,124.6,1
185.0,98.1,4.73,35.5,,114.0,7.36,4.4,22.0,316.0,642.0,49.2,3902.0,6.1,4.7,16.0,27.0,100.1,0
185.0,101.7,4.79,32.5,,116.0,7.11,4.32,49.0,734.0,1169.0,62.8,9376.0,8.0,8.3,70.0,23.0,146.0,1
187.5,103.5,4.6,29.5,,110.0,6.93,4.22,53.0,1171.0,1763.0,66.4,12905.0,7.3,7.6,102.0,36.0,142.9,1
192.5,101.25,4.93,29.5,,107.0,7.33,4.39,46.0,916.0,1567.0,58.5,10706.0,6.8,6.4,84.0,51.0,127.0,1
192.5,99.45,4.81,33.5,,120.0,7.0,4.41,,,,,,,,,,,1
185.0,99.9,4.76,30.5,,114.0,7.09,4.37,37.0,563.0,973.0,57.9,7076.0,7.3,7.3,43.0,19.0,129.6,1
180.0,107.55,4.82,33.0,,110.0,7.62,4.69,41.0,694.0,1246.0,55.7,9886.0,7.9,7.9,71.0,33.0,135.9,0
187.5,99.0,4.77,36.0,14.0,121.0,7.17,4.28,31.0,449.0,733.0,61.3,5910.0,8.1,8.8,66.0,17.0,154.1,0
185.0,105.75,4.72,,21.0,,,,41.0,444.0,738.0,60.2,5742.0,7.8,8.0,43.0,16.0,140.4,0
190.0,112.05,4.99,30.5,,101.0,7.42,4.36,41.0,685.0,1180.0,58.1,8564.0,7.3,7.4,74.0,29.0,134.8,1
187.5,100.35,4.67,35.0,,108.0,7.05,4.28,36.0,565.0,901.0,62.7,7458.0,8.3,8.6,65.0,22.0,151.2,1
185.0,95.4,4.99,28.0,,103.0,7.55,4.5,25.0,639.0,938.0,68.1,8382.0,8.9,9.3,66.0,22.0,161.7,1
185.0,105.75,4.82,33.5,,111.0,7.35,4.26,44.0,666.0,1169.0,57.0,9029.0,7.7,7.2,60.0,39.0,132.1,1
187.5,101.7,4.78,31.5,,115.0,7.0,4.1,51.0,849.0,1440.0,59.0,11528.0,8.0,8.0,72.0,32.0,138.3,1
187.5,92.7,4.95,30.0,,108.0,7.28,4.44,40.0,763.0,1376.0,55.5,10903.0,7.9,7.9,73.0,33.0,134.7,0
187.5,100.35,4.73,31.5,,115.0,7.37,4.2,13.0,24.0,45.0,53.3,275.0,6.1,5.4,3.0,2.0,117.8,0
192.5,103.05,4.79,33.0,,118.0,6.92,4.21,35.0,841.0,1367.0,61.5,9852.0,7.2,7.3,83.0,34.0,137.1,1
187.5,87.75,4.58,,,,,,40.0,444.0,695.0,63.9,5129.0,7.4,7.1,38.0,21.0,137.9,1
195.0,108.9,5.03,29.0,,103.0,7.67,4.62,49.0,768.0,1515.0,50.7,11249.0,7.4,6.8,79.0,57.0,122.7,1
185.0,96.3,4.69,34.5,,110.0,,4.2,44.0,1087.0,1630.0,66.7,12843.0,7.9,8.6,113.0,24.0,152.8,1
185.0,99.45,4.66,32.5,,119.0,6.95,4.31,38.0,814.0,1207.0,67.4,10168.0,8.4,8.7,90.0,32.0,157.5,1
190.0,104.85,4.83,30.5,,107.0,7.4,4.53,25.0,422.0,695.0,60.7,5805.0,8.4,8.5,47.0,19.0,147.7,1
182.5,96.3,4.56,37.5,,121.0,7.07,4.17,38.0,240.0,443.0,54.2,3555.0,8.0,8.6,34.0,9.0,142.8,1
185.0,101.7,4.95,29.5,,96.0,,,36.0,87.0,185.0,47.0,1042.0,5.6,2.6,6.0,15.0,88.8,0
180.0,95.85,4.83,32.0,,105.0,7.09,4.21,45.0,1026.0,1678.0,61.1,11792.0,7.0,6.9,90.0,45.0,132.5,1
190.0,102.6,4.69,31.0,,112.0,7.03,4.12,50.0,883.0,1553.0,56.9,12193.0,7.9,8.0,99.0,39.0,138.8,1
185.0,99.9,5.09,23.0,,97.0,,4.42,45.0,664.0,1148.0,57.8,8532.0,7.4,7.3,67.0,32.0,134.0,0
187.5,101.7,4.75,30.5,,108.0,6.77,4.41,45.0,543.0,846.0,64.2,6524.0,7.7,7.2,42.0,28.0,138.7,1
187.5,96.75,4.9,30.5,,109.0,7.18,4.45,44.0,849.0,1322.0,64.2,8748.0,6.6,6.4,52.0,30.0,128.2,0
185.0,93.6,4.67,30.5,,108.0,6.77,4.08,24.0,240.0,437.0,54.9,3218.0,7.4,6.2,23.0,22.0,124.1,0
192.5,105.75,4.95,29.0,,108.0,7.25,4.43,,,,,,,,,,,0
187.5,103.95,5.04,28.5,,,,,22.0,413.0,590.0,70.0,5396.0,9.1,10.3,54.0,9.0,174.0,1
182.5,100.8,4.62,33.5,,118.0,6.65,4.05,,,,,,,,,,,0
192.5,106.65,4.65,34.0,,118.0,7.08,4.21,43.0,600.0,897.0,66.9,7741.0,8.6,8.3,47.0,28.0,150.4,1
192.5,99.45,4.9,,,,,,43.0,829.0,1363.0,60.8,10119.0,7.4,7.5,81.0,35.0,137.7,1
177.5,87.3,4.6,,,,,,41.0,307.0,628.0,48.9,5099.0,8.1,7.4,37.0,26.0,128.3,0
192.5,101.25,4.98,21.5,,108.0,7.51,4.6,43.0,733.0,1210.0,60.6,8700.0,7.2,7.1,72.0,35.0,134.8,1
182.5,94.5,4.67,32.5,,112.0,6.83,4.12,,,,,,,,,,,0
182.5,101.25,4.97,33.5,,116.0,7.14,4.45,30.0,761.0,1168.0,65.2,8266.0,7.1,7.4,62.0,20.0,138.7,1
185.0,95.85,4.75,,,,,,37.0,688.0,1113.0,61.8,9190.0,8.3,8.3,64.0,27.0,145.3,1
185.0,98.1,4.58,33.5,,124.0,,,44.0,988.0,1465.0,67.4,11662.0,8.0,8.7,98.0,21.0,153.5,1
190.0,103.05,5.0,29.0,,103.0,7.41,4.52,47.0,880.0,1556.0,56.6,11453.0,7.4,7.0,78.0,48.0,128.8,0
187.5,100.8,4.74,36.5,,119.0,6.94,4.23,,,,,,,,,,,1
185.0,100.35,4.95,29.5,,98.0,7.45,4.56,45.0,1403.0,2011.0,69.8,15793.0,7.9,8.4,134.0,34.0,154.3,0
185.0,99.0,4.84,33.0,,107.0,7.11,4.45,35.0,436.0,658.0,66.3,5691.0,8.6,9.2,39.0,10.0,155.4,1
185.0,99.0,4.93,34.0,,112.0,7.08,4.14,40.0,596.0,1156.0,51.6,7981.0,6.9,5.8,41.0,46.0,113.3,0
190.0,105.75,5.22,26.0,,99.0,7.4,4.59,30.0,313.0,534.0,58.6,3912.0,7.3,6.4,26.0,23.0,127.6,0
185.0,99.0,4.71,36.0,,111.0,7.13,4.17,16.0,54.0,87.0,62.1,750.0,8.6,8.3,3.0,2.0,141.3,1
185.0,97.2,4.6,,22.0,,,,36.0,269.0,523.0,51.4,3868.0,7.4,7.2,22.0,12.0,122.9,1
